C4烯烃收率,温度,Co/SiO2浓度,Co/SiO2溶液量,HAP浓度,HAP溶液量
0.180415303,377,200,5,200,1.68
0.014004859,286,200,5,200,1.68
0.001137118,259,50,1,50,2.1
0.193199957,381,200,2,200,0.3
0.000783219,297,10,1,10,1.68
0.295568058,401,200,2,200,0.3
0.115479842,443,10,1,10,1.68
0.0086262,276,200,2,200,0.3
0.002196404,269,50,1,50,1.68
0.01998251,389,50,1,90,1.68
0.001732086,317,10,1,10,1.68
0.001915747,346,50,5,20,2.1
0.03831689,324,50,1,50,0.9
0.24492648,367,200,1,200,1.68
0.00076101,252,67,1,33,1.68
0.228684585,366,200,0.5,200,1.68
0.252419393,437,100,1,100,1.68
0.082307985,408,25,1,25,1.68
0.023759708,330,50,1,50,1.68
0.017431464,341,50,1,50,2.1
0.063525316,341,50,1,50,0.9
0.001830084,276,67,1,33,1.68
0.049472,338,200,2,200,0.3
0.003932415,258,200,5,200,1.68
0.01178636,281,200,5,200,1.68
0.095375617,390,50,1,50,2.1
0.114168741,399,50,1,50,2.1
0.019536303,337,100,1,100,1.68
0.141922058,363,50,1,50,0.3
0.023757081,339,67,1,33,1.68
0.364331402,402,200,1,200,1.68
0.092494494,389,67,1,33,1.68
-0.000270304,328,50,5,20,2.1
0.00951729,276,200,5,200,1.68
0.011727719,326,50,1,50,2.1
0.013598878,315,50,1,50,1.68
0.059379104,350,200,5,200,1.68
0.000900746,250,100,1,100,1.68
-4.37E-05,263,50,5,20,2.1
0.001091523,294,25,1,25,1.68
0.18774339,384,100,1,100,0.9
0.047901893,336,100,1,100,0.9
0.084981704,361,75,1,75,1.68
0.006359025,305,100,1,100,1.68
0.004581684,285,50,1,50,1.68
0.099795016,307,200,2,200,1.68
0.038913086,294,200,1,200,0.9
0.232799268,367,200,0.5,200,1.68
0.009284634,251,200,2,200,1.68
0.134339017,413,67,1,33,1.68
0.029448529,385,10,1,10,1.68
0.01230873,328,50,1,50,2.1
0.060121328,305,200,1,200,0.9
0.053030139,356,50,1,50,1.68
0.005660387,292,50,1,50,1.68
0.000420498,281,10,1,10,1.68
0.305444099,418,50,1,50,0.3
0.172622343,348,200,1,200,0.9
0.18181558,401,50,1,50,1.68
0.200893759,390,50,1,50,0.9
0.054876756,336,50,1,50,0.9
0.006641595,287,75,1,75,1.68
0.06170472,340,50,1,50,0.9
0.330379665,389,200,1,200,1.68
0.025257071,317,100,1,100,0.9
0.055842367,303,200,1,200,0.9
0.161661929,400,50,1,50,1.68
0.01097378,291,100,1,100,0.9
0.02230363,282,200,1,200,0.9
0.094757634,388,33,1,67,1.68
0.008551166,293,75,1,75,1.68
0.005025759,302,50,1,50,2.1
0.004219911,298,50,1,50,2.1
0.291425654,413,50,1,50,0.3
0.002666973,270,75,1,75,1.68
0.328952359,427,50,1,50,0.3
0.380192491,421,200,2,200,0.3
0.040629476,306,200,0.5,200,1.68
0.114321312,377,50,1,50,1.68
0.007857681,315,100,1,100,1.68
0.090557915,386,33,1,67,1.68
0.156189143,425,50,1,50,2.1
0.057907549,360,100,1,100,1.68
0.041317549,328,200,2,200,0.3
0.08515674,366,50,1,50,1.68
6.64E-05,276,50,1,90,1.68
0.367899113,425,200,1,200,1.68
0.000365575,300,50,5,20,2.1
0.004170262,271,100,1,100,0.9
0.00613345,304,67,1,33,1.68
0.157183929,426,50,1,50,2.1
0.10213003,358,50,1,50,0.9
0.084732284,385,50,1,50,2.1
0.002320121,261,100,1,100,0.9
0.012972062,290,50,1,50,0.9
0.06781974,364,100,1,100,1.68
0.053279341,335,50,1,50,0.9
0.022947759,377,10,1,10,1.68
0.006072677,343,10,1,10,1.68
0.043073222,434,50,5,20,2.1
0.023701183,378,10,1,10,1.68
0.007752906,363,50,1,90,1.68
0.053635624,291,200,2,200,1.68
0.415955379,438,200,2,200,0.3
0.001799045,267,50,1,50,2.1
0.011067071,300,75,1,75,1.68
0.023467629,308,50,1,50,0.9
0.00059821,263,33,1,67,1.68
0.011735816,320,67,1,33,1.68
0.109121374,442,25,1,25,1.68
0.258883843,402,50,1,50,0.3
0.145520487,414,33,1,67,1.68
0.047123445,402,10,1,10,1.68
0.153399167,419,33,1,67,1.68
0.003771943,333,10,1,10,1.68
0.042423,450,50,5,20,2.1
0.000442563,293,50,5,20,2.1
0.008947764,366,50,1,90,1.68
0.044849515,310,50,1,50,0.3
0.023807261,284,50,1,50,0.3
0.000742529,273,25,1,25,1.68
0.247406348,405,50,1,50,0.9
0.290623818,400,200,2,200,0.3
0.280617132,398,200,2,200,0.3
0.026562175,296,200,0.5,200,1.68
0.003326595,254,200,1,200,1.68
0.372968839,412,200,5,200,1.68
0.002857489,311,25,1,25,1.68
0.351425791,388,200,2,200,1.68
0.261295339,431,75,1,75,1.68
0.009658045,319,50,1,50,2.1
0.020984539,311,100,1,100,0.9
0.011182598,316,50,1,50,2.1
0.274777686,415,50,1,50,0.9
0.000624316,291,10,1,10,1.68
0.008584076,318,100,1,100,1.68
0.325376276,438,200,1,200,1.68
0.005241112,282,75,1,75,1.68
0.009593247,296,75,1,75,1.68
0.248701193,389,200,5,200,1.68
0.321736172,377,200,1,200,0.9
-0.000307442,320,50,5,20,2.1
0.062572235,351,75,1,75,1.68
0.006131673,294,50,1,50,1.68
0.285638937,399,200,2,200,0.3
0.005199661,326,25,1,25,1.68
0.062597862,347,200,2,200,0.3
0.124687548,376,75,1,75,1.68
0.011120417,357,10,1,10,1.68
0.014654615,353,25,1,25,1.68
0.438336053,449,200,1,200,0.9
0.025753374,311,50,1,50,0.9
0.034267927,318,200,2,200,0.3
0.010627399,281,200,2,200,0.3
0.109321855,445,25,1,25,1.68
0.138884877,343,200,0.5,200,1.68
0.02312364,303,200,2,200,0.3
0.249131121,432,50,1,50,1.68
0.216864732,395,50,1,50,0.9
0.043598513,399,10,1,10,1.68
0.494411803,438,200,1,200,0.9
0.066708765,353,75,1,75,1.68
0.008933073,307,50,1,50,2.1
0.018125083,370,10,1,10,1.68
0.042787117,308,50,1,50,0.3
0.016846822,334,100,1,100,1.68
0.003286889,267,100,1,100,0.9
0.006269818,359,50,5,20,2.1
0.001117249,258,50,1,50,1.68
0.010886775,276,200,0.5,200,1.68
0.027336784,327,75,1,75,1.68
0.360322961,402,200,2,200,1.68
0.043225863,333,100,1,100,0.9
0.376241106,418,200,1,200,1.68
0.323034,450,50,1,50,0.9
0.00121103,255,50,1,50,2.1
0.010678961,356,10,1,10,1.68
0.018247071,273,200,1,200,1.68
0.001387833,259,50,1,50,2.1
0.030268353,299,200,0.5,200,1.68
0.114867267,336,200,0.5,200,1.68
0.079185147,335,50,1,50,0.3
0.18313239,379,200,2,200,0.3
0.102979215,395,67,1,33,1.68
0.090739106,318,200,1,200,0.9
0.001005901,335,50,1,90,1.68
0.00282524,288,50,1,50,2.1
0.184481091,397,75,1,75,1.68
0.01585964,381,50,1,90,1.68
0.029754991,312,200,2,200,0.3
0.020010205,277,50,1,50,0.3
0.016506341,269,50,1,50,0.3
0.454722361,448,200,5,200,1.68
0.007888102,291,75,1,75,1.68
0.350857898,396,200,1,200,1.68
0.245219366,344,200,2,200,1.68
0.000428486,257,33,1,67,1.68
0.202089507,412,50,1,50,2.1
0.219051664,420,50,1,50,2.1
0.002192126,280,50,1,50,2.1
0.407415645,420,200,5,200,1.68
0.255498966,347,200,2,200,1.68
0.029323342,337,50,1,50,1.68
0.191199717,387,50,1,50,0.9
0.004885616,286,50,1,50,2.1
0.376786299,413,200,1,200,1.68
0.014425395,287,200,5,200,1.68
0.049632064,344,75,1,75,1.68
0.238505589,402,50,1,50,0.9
0.010311476,313,50,1,50,2.1
0.295408818,424,50,1,50,0.9
0.039609087,283,200,2,200,1.68
0.023160209,330,50,1,50,1.68
0.002860454,255,200,1,200,1.68
0.038601846,324,200,2,200,0.3
0.020377309,333,50,1,50,2.1
0.087557072,358,200,5,200,1.68
0.002970869,276,50,1,50,1.68
0.15893165,388,75,1,75,1.68
0.320704038,370,200,2,200,1.68
0.000513613,286,10,1,10,1.68
0.014375101,378,50,1,90,1.68
0.208503407,334,200,2,200,1.68
0.013468962,322,50,1,50,2.1
0.016560989,329,67,1,33,1.68
0.022686765,328,200,5,200,1.68
0.038997749,305,200,0.5,200,1.68
0.000812693,298,10,1,10,1.68
0.008527451,312,67,1,33,1.68
0.297103583,415,50,1,50,0.3
0.146320362,340,200,1,200,0.9
0.007137372,323,33,1,67,1.68
0.014103729,316,50,1,50,1.68
0.057677606,315,200,0.5,200,1.68
0.322231986,445,50,1,50,0.9
0.343102709,433,50,1,50,0.3
0.500461743,436,200,1,200,0.9
0.120122885,382,50,1,50,2.1
0.275936784,448,75,1,75,1.68
0.142128796,412,33,1,67,1.68
0.003994735,282,50,1,50,1.68
0.000957186,254,50,1,50,1.68
0.004380502,284,50,1,50,1.68
0.020045253,274,200,1,200,1.68
0.048006299,361,67,1,33,1.68
0.006637304,296,50,1,50,1.68
0.043024006,447,50,5,20,2.1
0.279157005,446,200,1,200,1.68
0.002031401,269,50,1,50,1.68
0.044282623,441,50,1,90,1.68
0.261914707,403,50,1,50,0.3
0.022376547,329,50,1,50,1.68
0.003780082,254,50,1,50,0.9
0.020574689,360,25,1,25,1.68
0.174989093,445,33,1,67,1.68
0.005027655,264,200,5,200,1.68
0.060001584,373,50,1,50,2.1
0.153187354,386,75,1,75,1.68
0.118168957,337,200,0.5,200,1.68
0.02955743,407,50,1,90,1.68
0.158704909,373,200,5,200,1.68
0.122985899,313,200,2,200,1.68
0.017895978,385,50,1,90,1.68
0.000429468,252,33,1,67,1.68
-8.21E-05,262,50,1,90,1.68
0.042667737,285,200,2,200,1.68
0.033966251,281,200,1,200,1.68
0.02127432,291,200,0.5,200,1.68
0.000733908,277,25,1,25,1.68
0.027647732,290,50,1,50,0.3
0.252826264,365,200,1,200,0.9
0.134988694,408,33,1,67,1.68
0.024472825,316,100,1,100,0.9
0.013836821,337,33,1,67,1.68
0.000292905,295,50,1,90,1.68
0.223905819,418,50,1,50,1.68
0.210072279,389,100,1,100,0.9
0.103043001,323,200,1,200,0.9
0.015955714,296,50,1,50,0.9
0.174560061,442,33,1,67,1.68
0.018677354,307,200,5,200,1.68
0.084034688,427,10,1,10,1.68
0.005437128,291,50,1,50,1.68
0.185172155,378,50,1,50,0.3
0.01942398,372,10,1,10,1.68
0.174772858,443,33,1,67,1.68
0.061649609,413,10,1,10,1.68
0.055268965,319,50,1,50,0.3
0.108008905,396,50,1,50,2.1
0.010554126,322,50,1,50,2.1
0.029054319,292,50,1,50,0.3
0.000412022,255,33,1,67,1.68
0.24262774,448,50,1,50,2.1
0.113486202,397,33,1,67,1.68
0.022047441,306,50,1,50,0.9
0.00182384,303,25,1,25,1.68
0.035688165,292,200,1,200,0.9
0.105490418,324,200,1,200,0.9
0.126141965,357,50,1,50,0.3
0.010202997,280,200,2,200,0.3
0.003411846,255,200,2,200,0.3
0.000710522,257,100,1,100,1.68
0.000387724,279,10,1,10,1.68
0.001447005,263,50,1,50,1.68
0.036327762,335,75,1,75,1.68
0.000798441,267,33,1,67,1.68
0.00323567,277,50,1,50,2.1
0.02479787,332,50,1,50,1.68
0.013634603,297,100,1,100,0.9
0.14048718,372,100,1,100,0.9
0.006589738,307,100,1,100,1.68
0.000199492,285,50,1,90,1.68
0.020630027,324,200,5,200,1.68
0.026968535,289,50,1,50,0.3
0.068846662,354,75,1,75,1.68
0.01699044,321,50,1,50,1.68
0.002547265,285,50,1,50,2.1
0.359624833,399,200,2,200,1.68
0.010875188,315,50,1,50,2.1
0.008112864,340,25,1,25,1.68
0.005779576,284,75,1,75,1.68
0.007606295,348,10,1,10,1.68
0.010358171,268,200,1,200,1.68
0.229361728,399,50,1,50,0.9
0.001713582,266,50,1,50,1.68
0.012080976,288,50,1,50,0.9
0.007784141,325,33,1,67,1.68
0.02819343,344,67,1,33,1.68
0.210160619,412,50,1,50,1.68
0.007662265,262,200,1,200,0.9
0.136941343,371,100,1,100,0.9
0.07616475,312,200,1,200,0.9
0.021366023,305,50,1,50,0.9
0.247708013,431,50,1,50,1.68
0.36611481,417,200,2,200,0.3
0.374097093,386,200,1,200,0.9
0.01116799,309,50,1,50,1.68
0.004019461,259,200,2,200,0.3
1.61E-05,252,50,5,20,2.1
0.146230761,417,50,1,50,2.1
0.3064696,430,50,1,50,0.9
0.064207697,372,67,1,33,1.68
0.108227129,330,200,1,200,1.68
0.004870931,293,100,1,100,1.68
0.002936656,287,67,1,33,1.68
0.089436919,430,10,1,10,1.68
0.455665452,440,200,5,200,1.68
0.048278993,383,25,1,25,1.68
0.001367168,258,50,1,50,1.68
0.009965825,277,200,5,200,1.68
0.109057333,448,25,1,25,1.68
0.067870062,375,33,1,67,1.68
0.232221491,428,50,1,50,2.1
0.014417406,263,50,1,50,0.3
0.049652925,384,25,1,25,1.68
0.189963664,407,50,1,50,2.1
0.056132258,371,50,1,50,2.1
0.03534618,300,50,1,50,0.3
0.00083894,251,100,1,100,1.68
0.249608083,424,75,1,75,1.68
0.052992836,341,200,2,200,0.3
6.64E-05,334,50,5,20,2.1
0.070687282,419,10,1,10,1.68
0.167351085,372,50,1,50,0.3
0.018611673,343,33,1,67,1.68
0.411593962,434,200,2,200,0.3
0.082670955,372,50,1,50,1.68
0.128339589,340,200,0.5,200,1.68
0.235998133,431,50,1,50,2.1
0.074319514,368,50,1,50,1.68
0.004410267,321,25,1,25,1.68
0.000388179,286,50,5,20,2.1
0.011145505,324,50,1,50,2.1
0.357551646,412,200,2,200,1.68
0.092657407,387,33,1,67,1.68
0.003489154,298,33,1,67,1.68
0.016383781,320,50,1,50,1.68
0.114453031,364,200,2,200,0.3
0.039850644,305,50,1,50,0.3
0.009037679,304,50,1,50,1.68
0.017628304,299,50,1,50,0.9
0.30656059,439,200,2,200,1.68
0.123536962,402,33,1,67,1.68
0.249181817,368,200,1,200,1.68
0.018766788,371,10,1,10,1.68
0.513804804,425,200,1,200,0.9
0.016099841,327,50,1,50,2.1
0.089149507,304,200,2,200,1.68
0.000295944,299,50,1,90,1.68
0.030972047,337,50,1,50,1.68
0.001522567,300,25,1,25,1.68
0.001936288,304,25,1,25,1.68
0.00017433,306,50,5,20,2.1
0.029699933,322,100,1,100,0.9
0.028986086,298,200,0.5,200,1.68
0.0263808,401,50,1,90,1.68
0.070055326,378,50,1,50,2.1
0.508486231,419,200,1,200,0.9
0.01312548,272,200,1,200,0.9
0.03819352,283,200,1,200,1.68
0.000417555,256,33,1,67,1.68
0.006903495,297,50,1,50,1.68
0.096849803,421,25,1,25,1.68
0.070518833,298,200,2,200,1.68
0.032772812,316,200,2,200,0.3
0.037276891,293,200,1,200,0.9
0.005639385,302,67,1,33,1.68
0.000754627,296,10,1,10,1.68
0.043468674,438,50,5,20,2.1
0.003564863,294,50,1,50,2.1
0.077973673,307,200,1,200,1.68
0.21098818,416,50,1,50,2.1
0.169729841,433,33,1,67,1.68
0.009007375,280,50,1,50,0.9
0.343258534,406,200,5,200,1.68
1.46E-05,310,50,5,20,2.1
0.058087553,370,33,1,67,1.68
0.065270152,363,100,1,100,1.68
0.051336054,345,75,1,75,1.68
0.242124575,449,50,1,50,2.1
0.162094548,378,50,1,50,0.9
0.022232008,388,50,5,20,2.1
0.022146121,337,67,1,33,1.68
0.083395312,315,200,1,200,0.9
0.21643776,409,75,1,75,1.68
0.456885379,443,200,5,200,1.68
0.512932962,423,200,1,200,0.9
0.0023063,271,50,1,50,2.1
0.001838505,264,75,1,75,1.68
0.135635645,369,200,2,200,0.3
0.004576851,291,100,1,100,1.68
0.236032214,424,50,1,50,1.68
0.000428813,296,50,5,20,2.1
0.358775511,429,200,1,200,1.68
0.033976702,326,100,1,100,0.9
0.017187985,330,67,1,33,1.68
0.156284132,421,33,1,67,1.68
-0.000103611,313,50,5,20,2.1
0.403997149,413,200,0.5,200,1.68
0.416965388,444,200,2,200,0.3
0.02777393,278,200,1,200,1.68
0.14105727,417,67,1,33,1.68
0.262725222,432,75,1,75,1.68
0.000699066,250,67,1,33,1.68
0.015350818,310,75,1,75,1.68
0.000471955,328,50,1,90,1.68
0.11462813,385,50,1,50,1.68
0.023170881,395,50,1,90,1.68
0.304140874,374,200,1,200,0.9
0.030530434,346,100,1,100,1.68
0.006639639,294,50,1,50,1.68
0.155266086,376,100,1,100,0.9
0.016109813,292,200,2,200,0.3
0.087363734,327,200,0.5,200,1.68
0.316098785,368,200,2,200,1.68
0.015017588,336,50,1,50,2.1
0.171757888,381,50,1,50,0.9
0.010052505,312,50,1,50,2.1
0.01945706,388,50,1,90,1.68
0.019446174,289,200,0.5,200,1.68
0.015164841,318,50,1,50,1.68
0.024241168,397,50,1,90,1.68
0.009054053,365,50,5,20,2.1
0.167051393,430,33,1,67,1.68
0.014241072,325,67,1,33,1.68
0.016297501,320,50,1,50,1.68
0.316623011,401,200,5,200,1.68
0.002271626,271,50,1,50,1.68
0.080507336,382,67,1,33,1.68
0.003459857,315,25,1,25,1.68
0.001261174,267,100,1,100,1.68
0.018972972,324,50,1,50,1.68
0.331403344,428,50,1,50,0.3
0.009580338,273,200,0.5,200,1.68
0.040048587,422,50,5,20,2.1
0.096162802,306,200,2,200,1.68
0.010445954,307,50,1,50,1.68
0.072118584,379,50,1,50,2.1
0.059511979,359,50,1,50,2.1
0.050397798,315,50,1,50,0.3
0.001822182,272,50,1,50,2.1
-6.56E-05,265,50,1,90,1.68
0.453764529,444,200,0.5,200,1.68
0.003932802,253,200,5,200,1.68
0.011973849,284,200,2,200,0.3
0.261119933,445,50,1,50,1.68
0.004361367,296,67,1,33,1.68
0.090209553,328,200,0.5,200,1.68
0.040703363,352,100,1,100,1.68
0.098705753,423,25,1,25,1.68
0.163920623,438,50,1,50,2.1
0.513885286,426,200,1,200,0.9
0.143262675,390,50,1,50,2.1
0.014735175,264,50,1,50,0.3
0.408396061,432,200,2,200,0.3
0.111543313,351,50,1,50,0.3
0.002177217,306,25,1,25,1.68
0.219451421,391,100,1,100,0.9
0.02583018,271,200,2,200,1.68
0.118188102,401,50,1,50,2.1
0.304794009,429,50,1,50,0.9
0.412224729,449,200,2,200,0.3
0.008081281,363,50,5,20,2.1
0.189892056,354,200,1,200,1.68
0.145373178,388,50,1,50,1.68
0.195497755,401,75,1,75,1.68
0.000947623,251,50,1,50,1.68
0.118790898,404,67,1,33,1.68
0.017250641,295,200,5,200,1.68
0.000360117,250,25,1,25,1.68
0.136762074,411,50,1,50,2.1
0.000474369,284,10,1,10,1.68
0.046052281,448,50,1,90,1.68
0.099162356,360,200,2,200,0.3
0.097792701,422,25,1,25,1.68
0.022445759,348,50,1,50,2.1
0.353470368,408,200,5,200,1.68
0.155702315,376,50,1,50,0.9
0.012131063,327,100,1,100,1.68
0.351926269,418,200,2,200,1.68
0.050785229,363,67,1,33,1.68
0.002289619,270,50,1,50,1.68
0.286989738,357,200,2,200,1.68
0.024041533,337,50,1,50,2.1
0.005472498,316,33,1,67,1.68
0.11112529,310,200,2,200,1.68
0.067733767,397,25,1,25,1.68
0.358466323,409,200,5,200,1.68
-0.000192908,330,50,5,20,2.1
0.239924203,435,50,1,50,2.1
0.061972031,374,50,1,50,2.1
0.422035258,420,200,0.5,200,1.68
0.292269379,444,200,1,200,1.68
0.242934237,388,200,5,200,1.68
0.270933798,406,50,1,50,0.3
0.313549784,421,50,1,50,0.3
0.225656118,385,200,5,200,1.68
0.156032511,321,200,2,200,1.68
0.037774552,353,67,1,33,1.68
-6.00E-05,258,50,5,20,2.1
0.395294367,417,200,5,200,1.68
0.013431156,287,200,2,200,0.3
0.002386664,271,50,1,50,1.68
0.249153826,397,100,1,100,0.9
0.000199184,319,50,1,90,1.68
0.032064645,296,50,1,50,0.3
0.137717046,415,67,1,33,1.68
0.048109035,313,50,1,50,0.3
0.013221001,331,50,1,50,2.1
0.077042214,306,200,1,200,1.68
0.350375575,413,200,2,200,0.3
0.078478802,405,25,1,25,1.68
0.027277066,340,50,1,50,2.1
0.452780958,441,200,0.5,200,1.68
0.001230603,255,75,1,75,1.68
0.033933024,320,50,1,50,0.9
0.170281068,373,50,1,50,0.3
0.0578494,359,50,1,50,1.68
0.001616646,301,25,1,25,1.68
0.108683141,378,50,1,50,2.1
0.218865854,389,50,1,50,0.3
0.004051833,251,200,0.5,200,1.68
0.017492258,314,75,1,75,1.68
0.029423628,400,50,5,20,2.1
0.05857783,342,100,1,100,0.9
0.028805862,354,50,1,50,2.1
0.033309728,407,50,5,20,2.1
0.095456205,374,100,1,100,1.68
0.302688732,417,50,1,50,0.3
0.254335523,398,100,1,100,0.9
0.022747708,307,50,1,50,0.9
0.040438401,430,50,1,90,1.68
0.000993002,292,25,1,25,1.68
0.428033389,396,200,1,200,0.9
0.330020144,437,200,1,200,1.68
0.011313632,310,50,1,50,1.68
-8.61E-05,260,50,1,90,1.68
0.245169485,370,200,0.5,200,1.68
0.045607138,446,50,1,90,1.68
0.005916096,301,100,1,100,1.68
0.221379966,411,75,1,75,1.68
0.080969137,314,200,1,200,0.9
0.240661084,366,200,1,200,1.68
0.266036608,372,200,1,200,1.68
0.008376458,302,50,1,50,1.68
0.118933176,364,50,1,50,0.9
0.018142274,299,200,5,200,1.68
0.243206597,441,50,1,50,2.1
0.001431328,259,50,1,50,1.68
0.221718752,417,50,1,50,1.68
0.001907373,277,67,1,33,1.68
0.033522354,317,200,2,200,0.3
0.062183897,393,25,1,25,1.68
0.205274299,410,50,1,50,1.68
0.125758126,408,67,1,33,1.68
0.036316624,413,50,5,20,2.1
0.150189957,366,50,1,50,0.3
0.368472064,446,50,1,50,0.3
0.275226523,369,200,1,200,0.9
0.023833562,304,200,2,200,0.3
0.215773905,388,50,1,50,0.3
0.155499587,426,67,1,33,1.68
0.005512802,328,25,1,25,1.68
0.294427312,397,200,5,200,1.68
0.164664716,390,75,1,75,1.68
0.216387296,363,200,0.5,200,1.68
0.005037859,339,10,1,10,1.68
0.080941514,336,50,1,50,0.3
0.04186891,343,200,5,200,1.68
0.131687027,386,50,1,50,2.1
0.022686068,340,100,1,100,1.68
0.179171348,376,50,1,50,0.3
0.025061869,342,100,1,100,1.68
0.001558794,272,67,1,33,1.68
0.003394541,274,75,1,75,1.68
0.1867,450,67,1,33,1.68
0.001005777,252,50,1,50,1.68
0.000247789,304,50,5,20,2.1
0.020684432,319,75,1,75,1.68
0.032164189,338,50,1,50,1.68
0.002899744,280,100,1,100,1.68
0.189867024,404,50,1,50,1.68
0.020340784,290,200,0.5,200,1.68
0.056192094,369,33,1,67,1.68
0.00021719,265,10,1,10,1.68
0.047974757,343,75,1,75,1.68
0.001354342,298,25,1,25,1.68
0.243059576,428,50,1,50,1.68
0.288786752,396,200,5,200,1.68
0.062537311,344,100,1,100,0.9
0.376388602,404,200,0.5,200,1.68
0.001994343,320,10,1,10,1.68
0.001064194,253,50,1,50,1.68
0.000199689,263,10,1,10,1.68
0.117611665,329,200,1,200,0.9
0.000281488,303,50,5,20,2.1
0.07047575,399,25,1,25,1.68
0.00016755,275,50,5,20,2.1
0.000372843,285,50,5,20,2.1
0.05351471,313,200,0.5,200,1.68
0.280944868,370,200,1,200,0.9
0.057993715,390,25,1,25,1.68
0.192135531,357,200,0.5,200,1.68
0.017750234,297,200,5,200,1.68
0.045365916,445,50,1,90,1.68
0.013492427,306,75,1,75,1.68
0.001857883,265,50,1,50,1.68
0.005364446,266,50,1,50,0.9
0.441506207,430,200,0.5,200,1.68
0.020160823,326,50,1,50,1.68
0.004409736,260,50,1,50,0.9
0.047484156,336,200,2,200,0.3
0.16235462,433,50,1,50,2.1
0.095663804,320,200,1,200,0.9
0.035158221,327,100,1,100,0.9
0.004375489,353,50,1,90,1.68
0.029713891,275,200,2,200,1.68
0.133987309,384,50,1,50,1.68
0.001039727,293,25,1,25,1.68
0.01268472,328,100,1,100,1.68
0.206571494,358,200,1,200,1.68
0.003422593,293,50,1,50,2.1
0.038629971,361,50,1,50,2.1
0.070263977,300,200,1,200,1.68
0.086628419,370,50,1,50,2.1
0.13861486,410,33,1,67,1.68
0.236501497,425,100,1,100,1.68
0.107823478,437,25,1,25,1.68
0.218828825,386,200,2,200,0.3
0.001635693,262,75,1,75,1.68
0.009362309,367,50,1,90,1.68
0.030510389,313,200,2,200,0.3
0.113599134,372,75,1,75,1.68
0.111186623,441,10,1,10,1.68
0.081198479,369,100,1,100,1.68
0.01405352,363,10,1,10,1.68
0.161819155,432,50,1,50,2.1
0.085957335,316,200,1,200,1.68
0.004418501,250,200,5,200,1.68
0.347505165,435,50,1,50,0.3
0.399448546,418,200,5,200,1.68
0.005276007,288,50,1,50,2.1
0.000282668,293,50,1,90,1.68
0.020788434,265,200,2,200,1.68
0.253233024,426,75,1,75,1.68
0.246220734,430,50,1,50,1.68
0.066664517,319,200,0.5,200,1.68
0.362778191,400,200,0.5,200,1.68
0.036005368,341,50,1,50,1.68
0.044111406,297,200,1,200,0.9
0.000789262,252,100,1,100,1.68
0.012932991,286,200,2,200,0.3
0.34084013,432,50,1,50,0.3
0.002606739,278,100,1,100,1.68
0.061944802,324,50,1,50,0.3
0.008541179,365,50,1,90,1.68
0.294336784,382,200,0.5,200,1.68
0.024616042,364,25,1,25,1.68
0.001128135,272,33,1,67,1.68
0.153949968,425,67,1,33,1.68
0.00111144,336,50,1,90,1.68
0.240509009,396,50,1,50,0.3
0.000980433,251,50,1,50,2.1
0.019568389,332,50,1,50,2.1
0.025025454,286,50,1,50,0.3
0.054335359,342,200,2,200,0.3
0.049754647,300,200,1,200,0.9
0.015466496,275,200,1,200,0.9
0.03217395,388,10,1,10,1.68
0.036061473,322,50,1,50,0.9
0.252112735,346,200,2,200,1.68
0.001937759,266,50,1,50,1.68
0.406555827,431,200,2,200,0.3
0.102563921,347,50,1,50,0.3
0.125668557,384,100,1,100,1.68
0.36821935,411,200,5,200,1.68
0.033118549,389,10,1,10,1.68
0.064967286,395,25,1,25,1.68
0.245771282,422,75,1,75,1.68
0.065392965,342,50,1,50,0.9
0.096232449,344,50,1,50,0.3
0.009871788,322,100,1,100,1.68
0.017377392,329,50,1,50,2.1
0.151481441,375,100,1,100,0.9
0.088816165,357,200,2,200,0.3
0.315627222,436,200,2,200,1.68
0.002354955,268,75,1,75,1.68
0.391031489,416,200,5,200,1.68
0.237873492,425,50,1,50,1.68
0.131260313,406,33,1,67,1.68
0.004389897,261,200,2,200,0.3
0.300988162,362,200,2,200,1.68
0.329770943,391,200,0.5,200,1.68
0.033049922,338,200,5,200,1.68
0.18245641,446,67,1,33,1.68
0.390957585,389,200,1,200,0.9
0.178989119,443,67,1,33,1.68
0.168713583,398,100,1,100,1.68
0.005838942,330,25,1,25,1.68
0.000669876,258,25,1,25,1.68
0.143840548,413,33,1,67,1.68
0.096065556,330,200,0.5,200,1.68
0.008734924,306,50,1,50,2.1
0.01090123,309,50,1,50,1.68
0.147343049,391,100,1,100,1.68
0.042312718,307,200,0.5,200,1.68
0.002272267,344,50,1,90,1.68
0.187422468,406,50,1,50,2.1
0.00318988,278,50,1,50,1.68
0.265785477,375,200,0.5,200,1.68
0.009555661,366,50,5,20,2.1
0.030031242,316,50,1,50,0.9
0.118317511,365,200,5,200,1.68
0.298360418,383,200,0.5,200,1.68
0.135222413,316,200,2,200,1.68
0.065190285,296,200,2,200,1.68
0.048446334,337,200,2,200,0.3
0.321240449,443,50,1,50,0.9
0.047092524,352,50,1,50,1.68
0.017834548,331,67,1,33,1.68
0.127838671,406,50,1,50,2.1
0.126656493,368,100,1,100,0.9
0.003254637,330,10,1,10,1.68
0.392370664,425,200,2,200,0.3
0.197162585,380,200,5,200,1.68
0.149274044,341,200,1,200,0.9
0.016371744,339,50,1,50,2.1
-0.000332503,322,50,5,20,2.1
0.006217353,262,200,0.5,200,1.68
